NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3,CODMUN,CodINE,PROVINCIA,LITMUN
34063939025,Los Corrales de Buelna,ES1,ES13,ES130,39025,39025,Cantabria,Corrales de Buelna Los
34081313036,Los Cortijos,ES4,ES42,ES422,13036,13036,Ciudad Real,Cortijos Los
34025050106,Los Fayos,ES2,ES24,ES243,50106,50106,Zaragoza,Fayos Los
34010404048,Los Gallardos,ES6,ES61,ES611,4048,4048,Almería,Gallardos Los
34011818906,Los Guájares,ES6,ES61,ES614,18906,18906,Granada,Guájares Los
34081616100,Los Hinojosos,ES4,ES42,ES423,16100,16100,Cuenca,Hinojosos Los
34074040103,Los Huertos,ES4,ES41,ES416,40103,40103,Segovia,Huertos Los
34053838024,Los Llanos de Aridane,ES7,ES70,ES707,38024,38024,Santa Cruz de Tenerife,Llanos de Aridane Los
34070505113,Los Llanos de Tormes,ES4,ES41,ES411,5113,5113,Ávila,Llanos de Tormes Los
34012121048,Los Marines,ES6,ES61,ES615,21048,21048,Huelva,Marines Los
34014141063,Los Molares,ES6,ES61,ES618,41063,41063,Sevilla,Molares Los
34132828087,Los Molinos,ES3,ES30,ES300,28087,28087,Madrid,Molinos Los
34100303903,Los Montesinos,ES5,ES52,ES521,3903,3903,Alicante,Montesinos Los
34084545112,Los Navalmorales,ES4,ES42,ES425,45112,45112,Toledo,Navalmorales Los
34084545113,Los Navalucillos,ES4,ES42,ES425,45113,45113,Toledo,Navalucillos Los
34024444173,Los Olmos,ES2,ES24,ES242,44173,44173,Teruel,Olmos Los
34014141069,Los Palacios y Villafranca,ES6,ES61,ES618,41069,41069,Sevilla,Palacios y Villafranca Los
34025050210,Los Pintanos,ES2,ES24,ES243,50210,50210,Zaragoza,Pintanos Los
34081313067,Los Pozuelos de Calatrava,ES4,ES42,ES422,13067,13067,Ciudad Real,Pozuelos de Calatrava Los
34074242149,Los Rábanos,ES4,ES41,ES417,42149,42149,Soria,Rábanos Los
34053838031,Los Realejos,ES7,ES70,ES709,38031,38031,Santa Cruz de Tenerife,Realejos Los
34073737300,Los Santos,ES4,ES41,ES415,37300,37300,Salamanca,Santos Los
34132828137,Los Santos de la Humosa,ES3,ES30,ES300,28137,28137,Madrid,Santos de la Humosa Los
34110606122,Los Santos de Maimona,ES4,ES43,ES431,6122,6122,Badajoz,Santos de Maimona Los
34053838042,Los Silos,ES7,ES70,ES709,38042,38042,Santa Cruz de Tenerife,Silos Los
34063939086,Los Tojos,ES1,ES13,ES130,39086,39086,Cantabria,Tojos Los
34081616906,Los Valdecolmenas,ES4,ES42,ES423,16906,16906,Cuenca,Valdecolmenas Los
34012323099,Los Villares,ES6,ES61,ES616,23099,23099,Jaén,Villares Los
34074242211,Los Villares de Soria,ES4,ES41,ES417,42211,42211,Soria,Villares de Soria Los
34084545200,Los Yébenes,ES4,ES42,ES425,45200,45200,Toledo,Yébenes Los
34104646149,Losa del Obispo,ES5,ES52,ES523,46149,46149,Valencia/Valéncia,Losa del Obispo
34074949098,Losacino,ES4,ES41,ES419,49098,49098,Zamora,Losacino
34074949099,Losacio,ES4,ES41,ES419,49099,49099,Zamora,Losacio
34111010110,Losar de la Vera,ES4,ES43,ES432,10110,10110,Cáceres,Losar de la Vera
34022222151,Loscorrales,ES2,ES24,ES241,22151,22151,Huesca,Loscorrales
34024444138,Loscos,ES2,ES24,ES242,44138,44138,Teruel,Loscos
34122727027,Lourenzá,ES1,ES11,ES112,27027,27027,Lugo,Lourenzá
34121515042,Lousame,ES1,ES11,ES111,15042,15042,Coruña A,Lousame
34132828076,Lozoya,ES3,ES30,ES300,28076,28076,Madrid,Lozoya
34132828901,Lozoyuela-Navas-Sieteiglesias,ES3,ES30,ES300,28901,28901,Madrid,Lozoyuela-Navas-Sieteiglesias
34074949100,Lubián,ES4,ES41,ES419,49100,49100,Zamora,Lubián
34010404059,Lubrín,ES6,ES61,ES611,4059,4059,Almería,Lubrín
34010404060,Lucainena de las Torres,ES6,ES61,ES611,4060,4060,Almería,Lucainena de las Torres
34010404061,Lúcar,ES6,ES61,ES611,4061,4061,Almería,Lúcar
34011414038,Lucena,ES6,ES61,ES613,14038,14038,Córdoba,Lucena
34025050146,Lucena de Jalón,ES2,ES24,ES243,50146,50146,Zaragoza,Lucena de Jalón
34012121046,Lucena del Puerto,ES6,ES61,ES615,21046,21046,Huelva,Lucena del Puerto
34025050147,Luceni,ES2,ES24,ES243,50147,50147,Zaragoza,Luceni
34081313051,Luciana,ES4,ES42,ES422,13051,13051,Ciudad Real,Luciana
34072424090,Lucillo,ES4,ES41,ES413,24090,24090,León,Lucillo
34084545086,Lucillos,ES4,ES42,ES425,45086,45086,Toledo,Lucillos
34101212073,Ludiente,ES5,ES52,ES522,12073,12073,Castellón/Castelló,Ludiente
34074949101,Luelmo,ES4,ES41,ES419,49101,49101,Zamora,Luelmo
34063939039,Luena,ES1,ES13,ES130,39039,39039,Cantabria,Luena
34025050148,Luesia,ES2,ES24,ES243,50148,50148,Zaragoza,Luesia
34025050149,Luesma,ES2,ES24,ES243,50149,50149,Zaragoza,Luesma
34122727028,Lugo,ES1,ES11,ES112,27028,27028,Lugo,Lugo
34011818123,Lugros,ES6,ES61,ES614,18123,18123,Granada,Lugros
34011818124,Lújar,ES6,ES61,ES614,18124,18124,Granada,Lújar
34073737173,Lumbrales,ES4,ES41,ES415,37173,37173,Salamanca,Lumbrales
34172626091,Lumbreras de Cameros,ES2,ES23,ES230,26091,26091,Rioja La,Lumbreras de Cameros
34025050150,Lumpiaque,ES2,ES24,ES243,50150,50150,Zaragoza,Lumpiaque
34025050151,Luna,ES2,ES24,ES243,50151,50151,Zaragoza,Luna
34081919161,Lupiana,ES4,ES42,ES424,19161,19161,Guadalajara,Lupiana
34022222905,Lupiñén-Ortilla,ES2,ES24,ES241,22905,22905,Huesca,Lupiñén-Ortilla
34012323057,Lupión,ES6,ES61,ES616,23057,23057,Jaén,Lupión
34011414039,Luque,ES6,ES61,ES613,14039,14039,Córdoba,Luque
34072424091,Luyego,ES4,ES41,ES413,24091,24091,León,Luyego
34081919162,Luzaga,ES4,ES42,ES424,19162,19162,Guadalajara,Luzaga
34081919163,Luzón,ES4,ES42,ES424,19163,19163,Guadalajara,Luzón
34010404062,Macael,ES6,ES61,ES611,4062,4062,Almería,Macael
34091717102,Maçanet de Cabrenys,ES5,ES51,ES512,17102,17102,Girona,Maçanet de Cabrenys
34091717103,Maçanet de la Selva,ES5,ES51,ES512,17103,17103,Girona,Maçanet de la Selva
34104646158,Macastre,ES5,ES52,ES523,46158,46158,Valencia/Valéncia,Macastre
34123232043,Maceda,ES1,ES11,ES113,32043,32043,Ourense,Maceda
34073737175,Machacón,ES4,ES41,ES415,37175,37175,Salamanca,Machacón
34012929066,Macharaviaya,ES6,ES61,ES617,29066,29066,Málaga,Macharaviaya
34073737174,Macotera,ES4,ES41,ES415,37174,37174,Salamanca,Macotera
34132828078,Madarcos,ES3,ES30,ES300,28078,28078,Madrid,Madarcos
34074040115,Maderuelo,ES4,ES41,ES416,40115,40115,Segovia,Maderuelo
34091717097,Madremanya,ES5,ES51,ES512,17097,17097,Girona,Madremanya
34132828079,Madrid,ES3,ES30,ES300,28079,28079,Madrid,Madrid
34074949103,Madridanos,ES4,ES41,ES419,49103,49103,Zamora,Madridanos
34084545087,Madridejos,ES4,ES42,ES425,45087,45087,Toledo,Madridejos
34111010111,Madrigal de la Vera,ES4,ES43,ES432,10111,10111,Cáceres,Madrigal de la Vera
34070505114,Madrigal de las Altas Torres,ES4,ES41,ES411,5114,5114,Ávila,Madrigal de las Altas Torres
34070909196,Madrigal del Monte,ES4,ES41,ES412,9196,9196,Burgos,Madrigal del Monte
34111010112,Madrigalejo,ES4,ES43,ES432,10112,10112,Cáceres,Madrigalejo
34070909197,Madrigalejo del Monte,ES4,ES41,ES412,9197,9197,Burgos,Madrigalejo del Monte
34080202045,Madrigueras,ES4,ES42,ES421,2045,2045,Albacete,Madrigueras
34073737176,Madroñal,ES4,ES41,ES415,37176,37176,Salamanca,Madroñal
34111010113,Madroñera,ES4,ES43,ES432,10113,10113,Cáceres,Madroñera
34025050152,Maella,ES2,ES24,ES243,50152,50152,Zaragoza,Maella
34070505115,Maello,ES4,ES41,ES411,5115,5115,Ávila,Maello
34110606075,Magacela,ES4,ES43,ES431,6075,6075,Badajoz,Magacela
34025050153,Magallón,ES2,ES24,ES243,50153,50153,Zaragoza,Magallón
34084545088,Magán,ES4,ES42,ES425,45088,45088,Toledo,Magán
34074242107,Magaña,ES4,ES41,ES417,42107,42107,Soria,Magaña
34072424093,Magaz de Cepeda,ES4,ES41,ES413,24093,24093,León,Magaz de Cepeda
34073434098,Magaz de Pisuerga,ES4,ES41,ES414,34098,34098,Palencia,Magaz de Pisuerga
34110606076,Maguilla,ES4,ES43,ES431,6076,6076,Badajoz,Maguilla
34070909198,Mahamud,ES4,ES41,ES412,9198,9198,Burgos,Mahamud
34074949104,Mahide,ES4,ES41,ES419,49104,49104,Zamora,Mahide
34080202046,Mahora,ES4,ES42,ES421,2046,2046,Albacete,Mahora
34091717098,Maià de Montcal,ES5,ES51,ES512,17098,17098,Girona,Maià de Montcal
34092525133,Maials,ES5,ES51,ES513,25133,25133,Lleida,Maials
34024444142,Maicas,ES2,ES24,ES242,44142,44142,Teruel,Maicas
34025050154,Mainar,ES2,ES24,ES243,50154,50154,Zaragoza,Mainar
34074949105,Maire de Castroponce,ES4,ES41,ES419,49105,49105,Zamora,Maire de Castroponce
34014141058,Mairena del Alcor,ES6,ES61,ES618,41058,41058,Sevilla,Mairena del Alcor
34014141059,Mairena del Aljarafe,ES6,ES61,ES618,41059,41059,Sevilla,Mairena del Aljarafe
34132828080,Majadahonda,ES3,ES30,ES300,28080,28080,Madrid,Majadahonda
34111010114,Majadas,ES4,ES43,ES432,10114,10114,Cáceres,Majadas
34081919165,Majaelrayo,ES4,ES42,ES424,19165,19165,Guadalajara,Majaelrayo
34074242108,Maján,ES4,ES41,ES417,42108,42108,Soria,Maján
34012929067,Málaga,ES6,ES61,ES617,29067,29067,Málaga,Málaga
34081919166,Málaga del Fresno,ES4,ES42,ES424,19166,19166,Guadalajara,Málaga del Fresno
34081313052,Malagón,ES4,ES42,ES422,13052,13052,Ciudad Real,Malagón
34081919167,Malaguilla,ES4,ES42,ES424,19167,19167,Guadalajara,Malaguilla
34025050155,Malanquilla,ES2,ES24,ES243,50155,50155,Zaragoza,Malanquilla
34110606077,Malcocinado,ES4,ES43,ES431,6077,6077,Badajoz,Malcocinado
34092525130,Maldà,ES5,ES51,ES513,25130,25130,Lleida,Maldà
34025050156,Maleján,ES2,ES24,ES243,50156,50156,Zaragoza,Maleján
34090808110,Malgrat de Mar,ES5,ES51,ES511,8110,8110,Barcelona,Malgrat de Mar
34090808111,Malla,ES5,ES51,ES511,8111,8111,Barcelona,Malla
34025050160,Mallén,ES2,ES24,ES243,50160,50160,Zaragoza,Mallén
34025050157,Malón,ES2,ES24,ES243,50157,50157,Zaragoza,Malón
34073737178,Malpartida,ES4,ES41,ES415,37178,37178,Salamanca,Malpartida
34111010115,Malpartida de Cáceres,ES4,ES43,ES432,10115,10115,Cáceres,Malpartida de Cáceres
34070505116,Malpartida de Corneja,ES4,ES41,ES411,5116,5116,Ávila,Malpartida de Corneja
34110606078,Malpartida de la Serena,ES4,ES43,ES431,6078,6078,Badajoz,Malpartida de la Serena
34111010116,Malpartida de Plasencia,ES4,ES43,ES432,10116,10116,Cáceres,Malpartida de Plasencia
34121515043,Malpica de Bergantiños,ES1,ES11,ES111,15043,15043,Coruña A,Malpica de Bergantiños
34084545089,Malpica de Tajo,ES4,ES42,ES425,45089,45089,Toledo,Malpica de Tajo
34025050159,Maluenda,ES2,ES24,ES243,50159,50159,Zaragoza,Maluenda
34074949107,Malva,ES4,ES41,ES419,49107,49107,Zamora,Malva
34070505117,Mamblas,ES4,ES41,ES411,5117,5117,Ávila,Mamblas
34070909199,Mambrilla de Castrejón,ES4,ES41,ES412,9199,9199,Burgos,Mambrilla de Castrejón
34070909200,Mambrillas de Lara,ES4,ES41,ES412,9200,9200,Burgos,Mambrillas de Lara
34070909201,Mamolar,ES4,ES41,ES412,9201,9201,Burgos,Mamolar
34040707033,Manacor,ES5,ES53,ES532,7033,7033,Balears Illes,Manacor
34073737179,Mancera de Abajo,ES4,ES41,ES415,37179,37179,Salamanca,Mancera de Abajo
34070505118,Mancera de Arriba,ES4,ES41,ES411,5118,5118,Ávila,Mancera de Arriba
34012323058,Mancha Real,ES6,ES61,ES616,23058,23058,Jaén,Mancha Real
34110606079,Manchita,ES4,ES43,ES431,6079,6079,Badajoz,Manchita
34025050161,Manchones,ES2,ES24,ES243,50161,50161,Zaragoza,Manchones
34070909202,Manciles,ES4,ES41,ES412,9202,9202,Burgos,Manciles
34040707034,Mancor de la Vall,ES5,ES53,ES532,7034,7034,Balears Illes,Mancor de la Vall
34081919168,Mandayona,ES4,ES42,ES424,19168,19168,Guadalajara,Mandayona
34074949108,Manganeses de la Lampreana,ES4,ES41,ES419,49108,49108,Zamora,Manganeses de la Lampreana
34074949109,Manganeses de la Polvorosa,ES4,ES41,ES419,49109,49109,Zamora,Manganeses de la Polvorosa
34012929068,Manilva,ES6,ES61,ES617,29068,29068,Málaga,Manilva
34104646159,Manises,ES5,ES52,ES523,46159,46159,Valencia/Valéncia,Manises
34070505119,Manjabálago y Ortigosa de Rioalmar,ES4,ES41,ES411,5119,5119,Ávila,Manjabálago y Ortigosa de Rioalmar
34172626092,Manjarrés,ES2,ES23,ES230,26092,26092,Rioja La,Manjarrés
34090808112,Manlleu,ES5,ES51,ES511,8112,8112,Barcelona,Manlleu
34073434099,Manquillos,ES4,ES41,ES414,34099,34099,Palencia,Manquillos
34090808113,Manresa,ES5,ES51,ES511,8113,8113,Barcelona,Manresa
34172626093,Mansilla de la Sierra,ES2,ES23,ES230,26093,26093,Rioja La,Mansilla de la Sierra
34072424094,Mansilla de las Mulas,ES4,ES41,ES413,24094,24094,León,Mansilla de las Mulas
34072424095,Mansilla Mayor,ES4,ES41,ES413,24095,24095,León,Mansilla Mayor
34081919169,Mantiel,ES4,ES42,ES424,19169,19169,Guadalajara,Mantiel
34073434100,Mantinos,ES4,ES41,ES414,34100,34100,Palencia,Mantinos
34104646160,Manuel,ES5,ES52,ES523,46160,46160,Valencia/Valéncia,Manuel
34074949110,Manzanal de Arriba,ES4,ES41,ES419,49110,49110,Zamora,Manzanal de Arriba
34074949112,Manzanal de los Infantes,ES4,ES41,ES419,49112,49112,Zamora,Manzanal de los Infantes
34074949111,Manzanal del Barco,ES4,ES41,ES419,49111,49111,Zamora,Manzanal del Barco
34081313053,Manzanares,ES4,ES42,ES422,13053,13053,Ciudad Real,Manzanares
34172626094,Manzanares de Rioja,ES2,ES23,ES230,26094,26094,Rioja La,Manzanares de Rioja
34132828082,Manzanares el Real,ES3,ES30,ES300,28082,28082,Madrid,Manzanares el Real
34123232044,Manzaneda,ES1,ES11,ES113,32044,32044,Ourense,Manzaneda
34084545090,Manzaneque,ES4,ES42,ES425,45090,45090,Toledo,Manzaneque
34024444143,Manzanera,ES2,ES24,ES242,44143,44143,Teruel,Manzanera
34012121047,Manzanilla,ES6,ES61,ES615,21047,21047,Huelva,Manzanilla
34074747080,Manzanillo,ES4,ES41,ES418,47080,47080,Valladolid,Manzanillo
34121515044,Mañón,ES1,ES11,ES111,15044,15044,Coruña A,Mañón
34040707032,Maó-Mahón,ES5,ES53,ES533,7032,7032,Balears Illes,Maó
34084545091,Maqueda,ES4,ES42,ES425,45091,45091,Toledo,Maqueda
34025050162,Mara,ES2,ES24,ES243,50162,50162,Zaragoza,Mara
34011818127,Maracena,ES6,ES61,ES614,18127,18127,Granada,Maracena
34081919170,Maranchón,ES4,ES42,ES424,19170,19170,Guadalajara,Maranchón
34072424096,Maraña,ES4,ES41,ES413,24096,24096,León,Maraña
34074040903,Marazoleja,ES4,ES41,ES416,40903,40903,Segovia,Marazoleja
34074040118,Marazuela,ES4,ES41,ES416,40118,40118,Segovia,Marazuela
34012929069,Marbella,ES6,ES61,ES617,29069,29069,Málaga,Marbella
34094343076,Marçà,ES5,ES51,ES514,43076,43076,Tarragona,Marçà
34111010117,Marchagaz,ES4,ES43,ES432,10117,10117,Cáceres,Marchagaz
34011818128,Marchal,ES6,ES61,ES614,18128,18128,Granada,Marchal
34081919171,Marchamalo,ES4,ES42,ES424,19171,19171,Guadalajara,Marchamalo
34014141060,Marchena,ES6,ES61,ES618,41060,41060,Sevilla,Marchena
34073434101,Marcilla de Campos,ES4,ES41,ES414,34101,34101,Palencia,Marcilla de Campos
34094343075,Margalef,ES5,ES51,ES514,43075,43075,Tarragona,Margalef
34090808242,Marganell,ES5,ES51,ES511,8242,8242,Barcelona,Marganell
34010404063,María,ES6,ES61,ES611,4063,4063,Almería,María
34025050163,María de Huerva,ES2,ES24,ES243,50163,50163,Zaragoza,María de Huerva
34040707035,Maria de la Salut,ES5,ES53,ES532,7035,7035,Balears Illes,Maria de la Salut
34081616122,Mariana,ES4,ES42,ES423,16122,16122,Cuenca,Mariana
34123636026,Marín,ES1,ES11,ES114,36026,36026,Pontevedra,Marín
34063939040,Marina de Cudeyo,ES1,ES13,ES130,39040,39040,Cantabria,Marina de Cudeyo
34014141061,Marinaleda,ES6,ES61,ES618,41061,41061,Sevilla,Marinaleda
34104646161,Marines,ES5,ES52,ES523,46161,46161,Valencia/Valéncia,Marines
34084545092,Marjaliza,ES4,ES42,ES425,45092,45092,Toledo,Marjaliza
34070505120,Marlín,ES4,ES41,ES411,5120,5120,Ávila,Marlín
34012323059,Marmolejo,ES6,ES61,ES616,23059,23059,Jaén,Marmolejo
34025050902,Marracos,ES2,ES24,ES243,50902,50902,Zaragoza,Marracos
34040707036,Marratxí,ES5,ES53,ES532,7036,7036,Balears Illes,Marratxí
34084545093,Marrupe,ES4,ES42,ES425,45093,45093,Toledo,Marrupe
34073737181,Martiago,ES4,ES41,ES415,37181,37181,Salamanca,Martiago
34070505121,Martiherrero,ES4,ES41,ES411,5121,5121,Ávila,Martiherrero
34014141062,Martín de la Jara,ES6,ES61,ES618,41062,41062,Sevilla,Martín de la Jara
34073737183,Martín de Yeltes,ES4,ES41,ES415,37183,37183,Salamanca,Martín de Yeltes
34024444144,Martín del Río,ES2,ES24,ES242,44144,44144,Teruel,Martín del Río
34074040119,Martín Miguel,ES4,ES41,ES416,40119,40119,Segovia,Martín Miguel
34074040120,Martín Muñoz de la Dehesa,ES4,ES41,ES416,40120,40120,Segovia,Martín Muñoz de la Dehesa
34074040121,Martín Muñoz de las Posadas,ES4,ES41,ES416,40121,40121,Segovia,Martín Muñoz de las Posadas
34073737182,Martinamor,ES4,ES41,ES415,37182,37182,Salamanca,Martinamor
34070505122,Martínez,ES4,ES41,ES411,5122,5122,Ávila,Martínez
34090808114,Martorell,ES5,ES51,ES511,8114,8114,Barcelona,Martorell
34090808115,Martorelles,ES5,ES51,ES511,8115,8115,Barcelona,Martorelles
34012323060,Martos,ES6,ES61,ES616,23060,23060,Jaén,Martos
34074040122,Marugán,ES4,ES41,ES416,40122,40122,Segovia,Marugán
34074747081,Marzales,ES4,ES41,ES418,47081,47081,Valladolid,Marzales
34094343077,Mas de Barberans,ES5,ES51,ES514,43077,43077,Tarragona,Mas de Barberans
34024444145,Mas de las Matas,ES2,ES24,ES242,44145,44145,Teruel,Mas de las Matas
34091717100,Masarac,ES5,ES51,ES512,17100,17100,Girona,Masarac
34084545094,Mascaraque,ES4,ES42,ES425,45094,45094,Toledo,Mascaraque
34094343078,Masdenverge,ES5,ES51,ES514,43078,43078,Tarragona,Masdenverge
34081616123,Masegosa,ES4,ES42,ES423,16123,16123,Cuenca,Masegosa
34080202047,Masegoso,ES4,ES42,ES421,2047,2047,Albacete,Masegoso
34081919172,Masegoso de Tajuña,ES4,ES42,ES424,19172,19172,Guadalajara,Masegoso de Tajuña
34123232045,Maside,ES1,ES11,ES113,32045,32045,Ourense,Maside
34094343079,Masllorenç,ES5,ES51,ES514,43079,43079,Tarragona,Masllorenç
34094343081,Maspujols,ES5,ES51,ES514,43081,43081,Tarragona,Maspujols
34090808119,Masquefa,ES5,ES51,ES511,8119,8119,Barcelona,Masquefa
34104646162,Massalavés,ES5,ES52,ES523,46162,46162,Valencia/Valéncia,Massalavés
34092525131,Massalcoreig,ES5,ES51,ES513,25131,25131,Lleida,Massalcoreig
34104646163,Massalfassar,ES5,ES52,ES523,46163,46163,Valencia/Valéncia,Massalfassar
34104646164,Massamagrell,ES5,ES52,ES523,46164,46164,Valencia/Valéncia,Massamagrell
34104646165,Massanassa,ES5,ES52,ES523,46165,46165,Valencia/Valéncia,Massanassa
34091717101,Massanes,ES5,ES51,ES512,17101,17101,Girona,Massanes
34092525132,Massoteres,ES5,ES51,ES513,25132,25132,Lleida,Massoteres
34073737184,Masueco,ES4,ES41,ES415,37184,37184,Salamanca,Masueco
34111010118,Mata de Alcántara,ES4,ES43,ES432,10118,10118,Cáceres,Mata de Alcántara
34074040124,Mata de Cuéllar,ES4,ES41,ES416,40124,40124,Segovia,Mata de Cuéllar
34074040123,Matabuena,ES4,ES41,ES416,40123,40123,Segovia,Matabuena
34072424097,Matadeón de los Oteros,ES4,ES41,ES413,24097,24097,León,Matadeón de los Oteros
34090808120,Matadepera,ES5,ES51,ES511,8120,8120,Barcelona,Matadepera
34074242110,Matalebreras,ES4,ES41,ES417,42110,42110,Soria,Matalebreras
34072424098,Matallana de Torío,ES4,ES41,ES413,24098,24098,León,Matallana de Torío
34074242111,Matamala de Almazán,ES4,ES41,ES417,42111,42111,Soria,Matamala de Almazán
34072424099,Matanza,ES4,ES41,ES413,24099,24099,León,Matanza
34074747082,Matapozuelos,ES4,ES41,ES418,47082,47082,Valladolid,Matapozuelos
34090808121,Mataró,ES5,ES51,ES511,8121,8121,Barcelona,Mataró
34081919173,Matarrubia,ES4,ES42,ES424,19173,19173,Guadalajara,Matarrubia
34101212076,Matet,ES5,ES52,ES522,12076,12076,Castellón/Castelló,Matet
34074949113,Matilla de Arzón,ES4,ES41,ES419,49113,49113,Zamora,Matilla de Arzón
34074747083,Matilla de los Caños,ES4,ES41,ES418,47083,47083,Valladolid,Matilla de los Caños
34073737187,Matilla de los Caños del Río,ES4,ES41,ES415,37187,37187,Salamanca,Matilla de los Caños del Río
34074949114,Matilla la Seca,ES4,ES41,ES419,49114,49114,Zamora,Matilla la Seca
34081919174,Matillas,ES4,ES42,ES424,19174,19174,Guadalajara,Matillas
34172626095,Matute,ES2,ES23,ES230,26095,26095,Rioja La,Matute
34074949115,Mayalde,ES4,ES41,ES419,49115,49115,Zamora,Mayalde
34074747084,Mayorga,ES4,ES41,ES418,47084,47084,Valladolid,Mayorga
34024444147,Mazaleón,ES2,ES24,ES242,44147,44147,Teruel,Mazaleón
34084545096,Mazarambroz,ES4,ES42,ES425,45096,45096,Toledo,Mazarambroz
34081919175,Mazarete,ES4,ES42,ES424,19175,19175,Guadalajara,Mazarete
34121515045,Mazaricos,ES1,ES11,ES111,15045,15045,Coruña A,Mazaricos
34073434102,Mazariegos,ES4,ES41,ES414,34102,34102,Palencia,Mazariegos
34143030026,Mazarrón,ES6,ES62,ES620,30026,30026,Murcia,Mazarrón
34063939041,Mazcuerras,ES1,ES13,ES130,39041,39041,Cantabria,Mazcuerras
34081919176,Mazuecos,ES4,ES42,ES424,19176,19176,Guadalajara,Mazuecos
34073434103,Mazuecos de Valdeginate,ES4,ES41,ES414,34103,34103,Palencia,Mazuecos de Valdeginate
34070909206,Mazuela,ES4,ES41,ES412,9206,9206,Burgos,Mazuela
34123636027,Meaño,ES1,ES11,ES114,36027,36027,Pontevedra,Meaño
34070909208,Mecerreyes,ES4,ES41,ES412,9208,9208,Burgos,Mecerreyes
34132828083,Meco,ES3,ES30,ES300,28083,28083,Madrid,Meco
34110606080,Medellín,ES4,ES43,ES431,6080,6080,Badajoz,Medellín
34025050164,Mediana de Aragón,ES2,ES24,ES243,50164,50164,Zaragoza,Mediana de Aragón
34070505123,Mediana de Voltoya,ES4,ES41,ES411,5123,5123,Ávila,Mediana de Voltoya
34110606081,Medina de las Torres,ES4,ES43,ES431,6081,6081,Badajoz,Medina de las Torres
34070909209,Medina de Pomar,ES4,ES41,ES412,9209,9209,Burgos,Medina de Pomar
34074747086,Medina de Rioseco,ES4,ES41,ES418,47086,47086,Valladolid,Medina de Rioseco
34074747085,Medina del Campo,ES4,ES41,ES418,47085,47085,Valladolid,Medina del Campo
34011111023,Medina Sidonia,ES6,ES61,ES612,11023,11023,Cádiz,Medina Sidonia
34074242113,Medinaceli,ES4,ES41,ES417,42113,42113,Soria,Medinaceli
34070505124,Medinilla,ES4,ES41,ES411,5124,5124,Ávila,Medinilla
34063939042,Medio Cudeyo,ES1,ES13,ES130,39042,39042,Cantabria,Medio Cudeyo
34090808122,Mediona,ES5,ES51,ES511,8122,8122,Barcelona,Mediona
34081919177,Medranda,ES4,ES42,ES424,19177,19177,Guadalajara,Medranda
34172626096,Medrano,ES2,ES23,ES230,26096,26096,Rioja La,Medrano
34074747087,Megeces,ES4,ES41,ES418,47087,47087,Valladolid,Megeces
34081919178,Megina,ES4,ES42,ES424,19178,19178,Guadalajara,Megina
34122727029,Meira,ES1,ES11,ES112,27029,27029,Lugo,Meira
34123636028,Meis,ES1,ES11,ES114,36028,36028,Pontevedra,Meis
34084545097,Mejorada,ES4,ES42,ES425,45097,45097,Toledo,Mejorada
34132828084,Mejorada del Campo,ES3,ES30,ES300,28084,28084,Madrid,Mejorada del Campo
34074747088,Melgar de Abajo,ES4,ES41,ES418,47088,47088,Valladolid,Melgar de Abajo
34074747089,Melgar de Arriba,ES4,ES41,ES418,47089,47089,Valladolid,Melgar de Arriba
34070909211,Melgar de Fernamental,ES4,ES41,ES412,9211,9211,Burgos,Melgar de Fernamental
34074949116,Melgar de Tera,ES4,ES41,ES419,49116,49116,Zamora,Melgar de Tera
34073434104,Melgar de Yuso,ES4,ES41,ES414,34104,34104,Palencia,Melgar de Yuso
34104646166,Meliana,ES5,ES52,ES523,46166,46166,Valencia/Valéncia,Meliana
34121515046,Melide,ES1,ES11,ES111,15046,15046,Coruña A,Melide
34195252001,Melilla,ES6,ES64,ES640,52001,52001,Melilla,Melilla
34123232046,Melón,ES1,ES11,ES113,32046,32046,Ourense,Melón
34074040126,Melque de Cercos,ES4,ES41,ES416,40126,40126,Segovia,Melque de Cercos
34074040127,Membibre de la Hoz,ES4,ES41,ES416,40127,40127,Segovia,Membibre de la Hoz
34073737189,Membribe de la Sierra,ES4,ES41,ES415,37189,37189,Salamanca,Membribe de la Sierra
34081313054,Membrilla,ES4,ES42,ES422,13054,13054,Ciudad Real,Membrilla
34081919179,Membrillera,ES4,ES42,ES424,19179,19179,Guadalajara,Membrillera
34111010119,Membrío,ES4,ES43,ES432,10119,10119,Cáceres,Membrío
34092525134,Menàrguens,ES5,ES51,ES513,25134,25134,Lleida,Menàrguens
34084545098,Menasalbas,ES4,ES42,ES425,45098,45098,Toledo,Menasalbas
34073434106,Meneses de Campos,ES4,ES41,ES414,34106,34106,Palencia,Meneses de Campos
34110606082,Mengabril,ES4,ES43,ES431,6082,6082,Badajoz,Mengabril
34070505125,Mengamuñoz,ES4,ES41,ES411,5125,5125,Ávila,Mengamuñoz
34012323061,Mengíbar,ES6,ES61,ES616,23061,23061,Jaén,Mengíbar
34084545099,Méntrida,ES4,ES42,ES425,45099,45099,Toledo,Méntrida
34025050165,Mequinenza,ES2,ES24,ES243,50165,50165,Zaragoza,Mequinenza
34091717099,Meranges,ES5,ES51,ES512,17099,17099,Girona,Meranges
34110606083,Mérida,ES4,ES43,ES431,6083,6083,Badajoz,Mérida
